Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1
132,1,0.3959,1,1,1,1,1,1,1,1,0.1382,0.3959,0.5947,1,0.318,1,1,1,1,1,1,0.1854,0.318,0.5749,1,0.6582,1,1,1,0.062,0.6582,0.4307,1,1,1,1,1,0.074873224,0.792589486,0.653930247,1,1,1,1,1,0.182048112,0.873944104,1,1,1,1,1,1,0.180024505,0.523182154,0.628987434,0.628940131,0.628989362
133,1,0.3957,1,1,1,1,1,1,1,1,0.2099,0.3957,0.4261,1,0.318,1,1,1,1,1,1,0.1818,0.318,0.557,1,0.6583,1,1,1,0.0611,0.6583,0.4089,1,1,1,1,1,0.113207147,0.696804523,0.814667046,1,1,1,1,1,0.180924833,0.705279112,1,1,1,1,1,1,0.200875998,0.515216649,0.623489609,0.623439814,0.623670213
134,1,0.3956,1,1,1,1,1,1,1,1,0.1521,0.3956,0.3649,1,0.318,1,1,1,1,1,1,0.05,0.318,0.3724,1,0.6584,1,1,1,0.0305,0.6584,0.374,1,1,1,1,1,0.056827873,0.601124287,0.995130956,1,1,1,1,1,0.071058825,0.57268995,0.991760254,1,1,1,1,1,0.126304641,0.456569463,0.614789754,0.614766237,0.614804965
135,1,0.3955,1,1,1,1,1,1,1,1,0.0683,0.3955,0.1992,1,0.318,1,1,1,1,1,1,0.0642,0.318,0.1936,1,0.6585,1,1,1,0.0618,0.6585,0.2142,1,1,1,1,1,0.037358858,0.413076133,1,1,1,1,1,1,0.116053015,0.31940183,0.97741127,1,1,1,1,1,0.209481969,0.326284349,0.617750121,0.617727946,0.617907801
136,1,0.3953,1,1,1,1,1,1,1,1,0.0759,0.3953,0.0151,1,0.318,1,1,1,1,1,1,0.2367,0.318,0.0704,1,0.6586,1,1,1,0.0912,0.6586,0,1,1,1,1,1,0.085969821,0.112508036,0.984038055,1,1,1,1,1,0.288551122,0.179582879,0.845369399,1,1,1,1,1,0.26427111,0.001671461,0.65381827,0.653691559,0.654255319
137,1,0.3952,1,1,1,1,1,1,1,1,0.1221,0.3952,0,1,0.318,1,1,1,1,1,1,0.3325,0.318,0,1,0.6587,1,1,1,0.1164,0.6587,0,1,1,1,1,1,0.128555551,0,0.798958719,1,1,1,1,1,0.478020161,0,0.993219972,1,1,1,1,1,0.211875349,0,0.688315611,0.688385868,0.688386525
138,1,0.3951,1,1,1,1,1,1,1,1,0.1165,0.3951,0,1,0.318,1,1,1,1,1,1,0.3772,0.318,0,1,0.6588,1,1,1,0.1202,0.6588,0,1,1,1,1,1,0.110376433,0,0.917728066,1,1,1,1,1,0.533747077,0,1,1,1,1,1,1,0.231116161,0,0.677259546,0.677385234,0.677304965
139,1,0.3949,1,1,1,1,1,1,1,1,0.0695,0.3949,0,1,0.3179,1,1,1,1,1,1,0.4737,0.3179,0,1,0.6589,1,1,1,0.1092,0.6589,0,1,1,1,1,1,0.053824816,0,0.979925394,1,1,1,1,1,0.579329133,0,1,1,1,1,1,1,0.252502561,0,0.657805703,0.657711022,0.658244681
140,1,0.3948,1,1,1,1,1,1,1,1,0.1746,0.3948,0,1,0.3179,1,1,1,1,1,1,0.7695,0.3179,0,1,0.659,1,1,1,0.0658,0.659,0,1,1,1,1,1,0.128802568,0,1,1,1,1,1,1,0.77134943,0,1,1,1,1,1,1,0.225661665,0,0.631706138,0.63169029,0.632092199
141,1,0.3947,1,1,1,1,1,1,1,1,0.1894,0.3947,0,1,0.3179,1,1,1,1,1,1,0.6069,0.3179,0,1,0.6591,1,1,1,0.0407,0.6591,0,1,1,1,1,1,0.144425601,0,1,1,1,1,1,1,0.621898949,0,0.927658379,1,1,1,1,1,0.228556156,0,0.597812953,0.597842183,0.597960993
142,1,0.3945,1,1,1,1,1,1,1,1,0.2462,0.3945,0,1,0.3179,1,1,1,1,1,1,0.541,0.3179,0,1,0.6592,1,1,1,0.0616,0.6592,0,1,1,1,1,1,0.15601936,0,1,1,1,1,1,1,0.563661098,0,0.908954263,1,1,1,1,1,0.310867965,0,0.55177622,0.551724138,0.551861702
143,1,0.3944,1,1,1,1,1,1,1,1,0.2121,0.3944,0,1,0.3179,1,1,1,1,1,1,0.2816,0.3179,0,1,0.6593,1,1,1,0.0657,0.6593,0,1,1,1,1,1,0.144045681,0,0.912509561,1,1,1,1,1,0.403389901,0,0.839505196,1,1,1,1,1,0.310114652,0,0.504349928,0.504336789,0.504432624
144,1,0.3943,1,1,1,1,1,1,1,1,0.2074,0.3943,0,1,0.3179,1,1,1,1,1,1,0.3788,0.3179,0,1,0.6594,1,1,1,0.0535,0.6594,0,1,1,1,1,1,0.125581056,0,0.769363821,1,1,1,1,1,0.439836204,0,1,1,1,1,1,1,0.266269714,0,0.467738038,0.467738523,0.468085106
145,1,0.3941,1,1,1,1,1,1,1,1,0.2209,0.3941,0,1,0.3179,1,1,1,1,1,1,0.4611,0.3179,0,1,0.6595,1,1,1,0.0674,0.6595,0,1,1,1,1,1,0.155800313,0,0.997899354,1,1,1,1,1,0.466972113,0,1,1,1,1,1,1,0.251812458,0,0.447438376,0.447429659,0.447251773
146,1,0.394,1,1,1,1,1,1,1,1,0.2043,0.394,0,1,0.3179,1,1,1,1,1,1,0.3004,0.3179,0,1,0.6596,1,1,1,0.0929,0.6596,0,1,1,1,1,1,0.165351838,0,1,1,1,1,1,1,0.320554376,0,1,1,1,1,1,1,0.300524473,0,0.436442726,0.436429025,0.436613475
147,1,0.3939,1,1,1,1,1,1,1,1,0.1431,0.3939,0,1,0.3179,1,1,1,1,1,1,0.2485,0.3179,0,1,0.6597,1,1,1,0.1079,0.6597,0,1,1,1,1,1,0.149981067,0,0.879248679,1,1,1,1,1,0.234269142,0,1,1,1,1,1,1,0.364857018,0,0.431911551,0.431986461,0.432180851
148,1,0.3937,1,1,1,1,1,1,1,1,0.1095,0.3937,0,1,0.3179,1,1,1,1,1,1,0.1179,0.3179,0,1,0.6598,1,1,1,0.0969,0.6598,0,1,1,1,1,1,0.101606213,0,0.652260303,1,1,1,1,1,0.103491649,0,0.981260061,1,1,1,1,1,0.360342234,0,0.436261479,0.436217474,0.436613475
149,1,0.3936,1,1,1,1,1,1,1,1,0.0574,0.3936,0,1,0.3179,1,1,1,1,1,1,0.0589,0.3179,0,1,0.6599,1,1,1,0.0809,0.6599,0,1,1,1,1,1,0.03089999,0,0.522282004,1,1,1,1,1,0.044309031,0,0.736548245,1,1,1,1,1,0.291499645,0,0.452875785,0.452718426,0.453014184
150,1,0.3934,1,1,1,1,1,1,1,1,0.0491,0.3934,0,1,0.3179,1,1,1,1,1,1,0.0983,0.3179,0,1,0.6599,1,1,1,0.0765,0.6599,0,1,1,1,1,1,0.020953078,0,0.666678071,1,1,1,1,1,0.0758316,0,0.718301356,1,1,1,1,1,0.230846629,0,0.482902368,0.482758621,0.483156028
151,1,0.3933,1,1,1,1,1,1,1,1,0.0424,0.3933,0,1,0.3179,1,1,1,1,1,1,0.0845,0.3179,0,1,0.66,1,1,1,0.0562,0.66,0,1,1,1,1,1,0.020881666,0,0.671678662,1,1,1,1,1,0.058989674,0,0.52993536,1,1,1,1,1,0.188626125,0,0.514560174,0.514491221,0.51462766
152,1,0.3932,1,1,1,1,1,1,1,1,0.0678,0.3932,0.1883,1,0.3179,1,1,1,1,1,1,0.1375,0.3179,0.1888,1,0.6601,1,1,1,0.0288,0.6601,0.0283,1,1,1,1,1,0.051156409,0.351036876,0.62553829,1,1,1,1,1,0.104667753,0.35002166,0.425320745,1,1,1,1,1,0.118105114,0.125800461,0.546942968,0.546858473,0.546985816
153,1,0.393,1,1,1,1,1,1,1,1,0.1221,0.393,0.4067,1,0.3179,1,1,1,1,1,1,0.2531,0.3179,0.418,1,0.6602,1,1,1,0.0129,0.6602,0.2162,1,1,1,1,1,0.089656405,0.619287968,0.587967038,1,1,1,1,1,0.233937562,0.660088658,0.331576973,1,1,1,1,1,0.053463232,0.403309524,0.566517641,0.566532685,0.566489362
154,1,0.3929,1,1,1,1,1,1,1,1,0.1334,0.3929,0.5478,1,0.3179,1,1,1,1,1,1,0.2684,0.3179,0.5584,1,0.6603,1,1,1,0.0092,0.6603,0.3554,1,1,1,1,1,0.117224008,0.785794616,0.717235327,1,1,1,1,1,0.296673715,0.806930482,0.329441369,1,1,1,1,1,0.018045329,0.519458115,0.572015466,0.572033002,0.571808511
155,1,0.3928,1,1,1,1,1,1,1,1,0.0832,0.3928,0.6386,1,0.3179,1,1,1,1,1,1,0.2463,0.3179,0.6543,1,0.6604,1,1,1,0.0116,0.6604,0.3415,1,1,1,1,1,0.075509615,0.905285895,0.824079096,1,1,1,1,1,0.191872358,0.910348594,0.486140609,1,1,1,1,1,0.02884767,0.753734529,0.567423876,0.567378887,0.567375887
156,1,0.3926,1,1,1,1,1,1,1,1,0.1125,0.3926,0.6504,1,0.3179,1,1,1,1,1,1,0.2488,0.3179,0.6701,1,0.6605,1,1,1,0.012,0.6605,0.3857,1,1,1,1,1,0.078392886,0.891079426,1,1,1,1,1,1,0.19907096,0.936917841,0.975297093,1,1,1,1,1,0.038041543,0.83075124,0.557032383,0.557012905,0.556737589
157,1,0.3925,1,1,1,1,1,1,1,1,0.1817,0.3925,0.6311,1,0.3179,1,1,1,1,1,1,0.2425,0.3179,0.647,1,0.6606,1,1,1,0.0147,0.6606,0.402,1,1,1,1,1,0.095105343,0.817447066,1,1,1,1,1,1,0.216151059,0.900446236,1,1,1,1,1,1,0.033375405,0.710378289,0.545251329,0.545166067,0.545212766
158,1,0.3924,1,1,1,1,1,1,1,1,0.263,0.3924,0.5093,1,0.3179,1,1,1,1,1,1,0.2601,0.3179,0.5124,1,0.6607,1,1,1,0.0103,0.6607,0.3421,1,1,1,1,1,0.138140485,0.640372276,1,1,1,1,1,1,0.227062032,0.757096589,1,1,1,1,1,1,0.029614527,0.555731773,0.536913968,0.536915591,0.537234043
159,1,0.3922,1,1,1,1,1,1,1,1,0.2431,0.3922,0.299,1,0.3179,1,1,1,1,1,1,0.1232,0.3179,0.316,1,0.6608,1,1,1,0.0278,0.6608,0.1273,1,1,1,1,1,0.141146839,0.441087514,1,1,1,1,1,1,0.141871184,0.488292456,1,1,1,1,1,1,0.048891362,0.328809351,0.542653456,0.54283901,0.542553191
160,1,0.3921,1,1,1,1,1,1,1,1,0.1515,0.3921,0.0553,1,0.3179,1,1,1,1,1,1,0.1151,0.3179,0.1148,1,0.6609,1,1,1,0.0393,0.6609,0,1,1,1,1,1,0.109279126,0.146455288,0.999486566,1,1,1,1,1,0.210509539,0.251701355,1,1,1,1,1,1,0.075152986,0,0.582346544,0.582398985,0.582446809
161,1,0.392,1,1,1,1,1,1,1,1,0.2487,0.392,0,1,0.3179,1,1,1,1,1,1,0.3379,0.3179,0,1,0.661,1,1,1,0.0331,0.661,0,1,1,1,1,1,0.224165872,0,0.997973144,1,1,1,1,1,0.445290416,0,1,1,1,1,1,1,0.127303258,0,0.622281295,0.62217051,0.622340426
162,1,0.3918,1,1,1,1,1,1,1,1,0.4787,0.3918,0,1,0.3179,1,1,1,1,1,1,0.2533,0.3179,0,1,0.6611,1,1,1,0.0687,0.6611,0,1,1,1,1,1,0.403216988,0,0.998343229,1,1,1,1,1,0.373950571,0,1,1,1,1,1,1,0.212911427,0,0.614910585,0.614977787,0.615248227
163,1,0.3917,1,1,1,1,1,1,1,1,0.3828,0.3917,0,1,0.3179,1,1,1,1,1,1,0.0323,0.3179,0,1,0.6612,1,1,1,0.0773,0.6612,0,1,1,1,1,1,0.406515628,0,0.999373019,1,1,1,1,1,0.091711089,0,0.970958114,1,1,1,1,1,0.252609104,0,0.59521508,0.595303575,0.595301418
164,1,0.3916,1,1,1,1,1,1,1,1,0.353,0.3916,0,1,0.3179,1,1,1,1,1,1,0.1582,0.3179,0,1,0.6613,1,1,1,0.0737,0.6613,0,1,1,1,1,1,0.465022057,0,0.999333918,1,1,1,1,1,0.268757284,0,1,1,1,1,1,1,0.237305686,0,0.576486225,0.576475566,0.576684397
165,1,0.3914,1,1,1,1,1,1,1,1,0.2208,0.3914,0,1,0.3179,1,1,1,1,1,1,0.3859,0.3179,0,1,0.6614,1,1,1,0.1379,0.6614,0,1,1,1,1,1,0.462766081,0,1,1,1,1,1,1,0.472837806,0,0.855820179,1,1,1,1,1,0.40507862,0,0.549540841,0.549608631,0.54964539
166,1,0.3913,1,1,1,1,1,1,1,1,0.2817,0.3913,0,1,0.3179,1,1,1,1,1,1,0.4086,0.3179,0,1,0.6615,1,1,1,0.3173,0.6615,0,1,1,1,1,1,0.623637617,0,0.791018248,1,1,1,1,1,0.496928155,0,0.224977508,1,1,1,1,1,0.549032152,0,0.514258096,0.51427967,0.51462766
167,1,0.3912,1,1,1,1,1,1,1,1,0.3581,0.3912,0,1,0.3179,1,1,1,1,1,1,0.2684,0.3179,0,1,0.6616,1,1,1,0.2677,0.6616,0,1,1,1,1,1,0.639050901,0,0.576337457,1,1,1,1,1,0.411808074,0,0.086479068,1,1,1,1,1,0.443719596,0,0.475410826,0.475565898,0.475620567
168,1,0.391,1,1,1,1,1,1,1,1,0.4621,0.391,0,1,0.3179,1,1,1,1,1,1,0.3442,0.3179,0,1,0.6617,1,1,1,0.2914,0.6617,0,1,1,1,1,1,0.686666548,0,0.452253044,1,1,1,1,1,0.561259866,0,0.268882751,1,1,1,1,1,0.383727908,0,0.442846786,0.442775545,0.443262411
